,Target,Weights
2487,HCT-116_Colon | REST | ID:46203,0.008671805
4280,HEK293T_Epithelium_Embryonic_Kidney | BRD1 | ID:56280,0.008647948
5842,CFPAC-1_Pancreatic_ductal | KLF5 | ID:67611,0.00863237
1022,LoVo_Colon | NFAT5 | ID:38773,0.008597268
5594,GM12878_B_Lymphocyte_Blood | ZNF143 | ID:64895,0.008586382
2424,GM12878_B_Lymphocyte_Blood | SIX5 | ID:46142,0.008545566
2300,NT2-D1_Embryo | YY1 | ID:46021,0.008534355
6371,HaCaT_Keratinocyte | TP63 | ID:71027,0.008501767
4004,Myeloid_Cell | RUNX1 | ID:55172,0.008495234
998,LoVo_Colon | YY1 | ID:38716,0.008486102
5010,Sigmoid_Colon | CTCF | ID:63328,0.008437247
4548,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58631,0.008420347
4838,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:62930,0.008415803
7960,Kasumi-1_Myeloblast_Blood | POLR2A | ID:8484,0.008392944
1003,LoVo_Colon | GMEB2 | ID:38724,0.008390157
6718,HepG2_Epithelium_Liver | HNF4A | ID:7343,0.008374948
5650,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65074,0.008364159
1181,SH-SY5Y_Bone_Marrow | CHD5 | ID:40348,0.00834138
3976,HCT-116_Colon | HNF4A | ID:54666,0.008339556
6230,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69809,0.008338079
9014,HeLa-S3 | CTCF | ENCODE | 2,0.008314276
5456,MCF-7_Epithelium_Breast | RFX1 | ID:64525,0.008298862
3175,GM15510_Lymphoblastoid_Blood | POLR2A | ID:4988,0.008283648
567,MCF-7_Epithelium_Breast | FOXM1 | ID:34995,0.008279383
2699,DU145_Epithelium_Prostate | FOXA1 | ID:47326,0.008274282
9441,SK-N-MC | FOXP2 | ENCODE,0.008246383
476,Plasma_Cell | CDK9 | ID:33888,0.008233926
6153,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69294,0.008223469
1950,GM12878_B_Lymphocyte_Blood | TBL1XR1 | ID:45660,0.008217986
6134,VCaP_Epithelium_Prostate | ERG | ID:69272,0.008162132
4482,Neural_Progenitor_Cell | SOX2 | ID:58178,0.008141886
3312,GM12878_B_Lymphocyte_Blood | CTCF | ID:5041,0.00810888
5603,K562_Erythroblast_Bone_Marrow | IKZF1 | ID:64919,0.008072977
9405,Pancreas | DNase.fdr0.01.peaks | Roadmap,0.008063184
2657,T47D_Epithelium_Mammary_Gland | GATA3 | ID:46371,0.0080302805
7768,Breast | NR3C1 | ID:83626,0.007983738
8487,LNCaP_Epithelium_Prostate | AR | ID:88423,0.007951215
4574,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:58839,0.007943138
1991,H1_Embryonic_Stem_Cell_Embryo | CHD2 | ID:45701,0.007929424
520,DLD-1_Epithelium_Colon | POLR2A | ID:34349,0.0078972755
4208,HepG2_Epithelium_Liver | RAD21 | ID:56039,0.0077600335
8973,H9_Cell_Line | DNase.all.peaks | Roadmap,0.007756916
887,ME-1_Leukemia_Cell | MYH11 | ID:37608,0.0077323853
4884,HEK293_Epithelium_Embryonic_Kidney | TSHZ1 | ID:63014,0.007713516
2445,GM12892_Lymphoblastoid_Blood | POLR2A | ID:46161,0.0077060903
7825,Proerythroblast_Blood | GATA1 | ID:8409,0.00762491
7010,HepG2_Epithelium_Liver | FOXO3 | ID:74682,0.007622066
8845,GM12878 | STAT5A | ENCODE,0.0076186094
1346,GM12890_Lymphoblastoid_Blood | CTCF | ID:42298,0.007590901
8476,MCF-7_Epithelium_Breast | ESR1 | ID:88335,0.0075888033
2737,U2OS_Bone | POLR2A | ID:47494,0.007581574
3275,VCaP_Epithelium_Prostate | FOXP1 | ID:50256,0.007569063
7623,THP-1_Monocyte_Blood | SPI1 | ID:82609,0.007518633
8676,CD14_Primary_Cells | DNase.hot | Roadmap,0.0074918857
259,UPR9_Promyelocytic_cell_Bone_Marrow | RXRG | ID:2813,0.0074425465
2556,K562_Erythroblast_Bone_Marrow | SPI1 | ID:46272,0.007366453
743,LNCaP_Epithelium_Prostate | NKX3-1 | ID:36252,0.0073104785
7891,VCaP_Epithelium_Prostate | FOXA1 | ID:84447,0.0072801975
968,IMR90_Fibroblast_Lung | E2F7 | ID:38586,0.0072719427
8028,GM00739_Fibroblast | ATF3 | ID:85392,0.0072629526
1599,VCaP_Epithelium_Prostate | AR | ID:43856,0.0072393278
79,HeLa-S3_Epithelium_Cervix | STAT1 | ID:1359,0.007223827
1513,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43075,0.0072058374
3857,MCF-7_Epithelium_Breast | ESR1 | ID:54033,0.007174608
7543,HCT-116_Human_colorectal_cancer_HCT116 | KDM3B | ID:82126,0.0071512396
6335,HCT-116_Colon_cancer_cell_Colon | SP1 | ID:70814,0.007134198
6921,D283_Med | OTX2 | ID:74361,0.007109202
6409,LNCaP_Epithelium_Prostate | PIAS1 | ID:71204,0.007038748
9052,HeLa-S3 | TCF7L2 | ENCODE | 1,0.007009921
6457,HCT-116_Colon_cancer_cell_Colon | RAD21 | ID:71321,0.0070018503
6532,BT-16_Brain | SMARCC1 | ID:72122,0.0069161314
8086,LCL_Lymphoblastoid_Blood | BRD4 | ID:85772,0.006866742
8809,GM12878 | NFATC1 | ENCODE,0.0068526138
2700,DU145_Epithelium_Prostate | FOXA1 | ID:47327,0.0068041733
3402,VCaP_Epithelium_Prostate | AR | ID:51267,0.006784307
8717,Fetal_Heart | DNase.hot | Roadmap,0.0067640063
8572,Macrophage_Blood | SMC1A | ID:88935,0.0066764127
2535,HepG2_Epithelium_Liver | MBD4 | ID:46251,0.006671285
2058,HeLa-S3_Epithelium_Cervix | STAT3 | ID:45771,0.0066524823
8673,CD14_Primary_Cells | DNase.all.peaks | Roadmap,0.006646349
3694,TSU-1621-MT | ERG | ID:53296,0.0066153402
406,Epithelium_Mammary_Gland | ESR1 | ID:33487,0.006577376
4634,T47D_Epithelium_Mammary_Gland | ESR1 | ID:59378,0.006568095
6264,endometrioid_adenocarcinoma | POLR2A | ID:69900,0.006533907
4126,HeLa_Epithelium_Cervix | POLR2A | ID:5568,0.0065296376
3999,786-O_Epithelium_Kidney | EPAS1 | ID:5516,0.0064916834
3581,Keratinocyte | TP63 | ID:52299,0.006459709
9303,K562 (IFNa30) | STAT1 | ENCODE,0.0063956724
3767,Embryonic_Stem_Cell | POLR2A | ID:53661,0.0063510304
5460,K562_Erythroblast_Bone_Marrow | JUNB | ID:64537,0.0062838714
5349,A549_Epithelium_Lung | HES2 | ID:64218,0.0061911657
4639,Jurkat_T_Lymphocyte_Blood | GATA3 | ID:59417,0.0061308225
7589,HCT-116_HCT116 | POLR2A | ID:82395,0.0061254986
4394,HeLa_Epithelium_Cervix | POLR2A | ID:56977,0.0060948217
3336,Jurkat_T_Lymphocyte_Blood | MYB | ID:50571,0.006090334
2303,PBDE_Erythroblast_Blood | POLR2A | ID:46024,0.0060706325
5134,HEK293_Epithelium_Embryonic_Kidney | ZNF280D | ID:63618,0.0060322937
6222,HT29_colorectal_adenocarcinoma | NR1H3 | ID:69801,0.0060164784
4731,K562_Erythroblast_Bone_Marrow | NBN | ID:62658,0.0060017463
8233,Breast | PR | ID:86903,0.005975355
4889,K562_Erythroblast_Bone_Marrow | MBD2 | ID:63029,0.005895948
2581,K562_Erythroblast_Bone_Marrow | E2F6 | ID:46297,0.0058811465
1572,Fibroblast_Foreskin | RING1 | ID:43571,0.005794401
5120,HEK293_Epithelium_Embryonic_Kidney | GFI1B | ID:63597,0.005734271
7288,293T | ZNF627 | ID:77069,0.0057203206
6062,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68846,0.005680057
4214,HepG2_Epithelium_Liver | GABPA | ID:56045,0.0056158323
8148,T47D_Epithelium_Mammary_Gland | GATA3 | ID:86315,0.005534454
3514,SKBR-3_Mammary_Gland | POLR2A | ID:51803,0.005492751
3954,MCF-7_Epithelium_Breast | NCAPG2 | ID:54631,0.0054469076
3345,hMADS-3_Adipocyte_Adipose | MED1 | ID:50693,0.0054219374
5281,A549_Epithelium_Lung | EP300 | ID:64030,0.005414944
2259,MCF-7_Epithelium_Breast | MYC | ID:45980,0.0054068384
3125,NCI-H1184_Epithelium_Lung | ASCL1 | ID:49723,0.0053584496
2623,PFSK-1_Neuron_Brain | REST | ID:46337,0.0053472915
4931,MCF-7_Epithelium_Breast | KLF4 | ID:63140,0.00532591
8683,CD3_Primary_Cells_Cord_BI | DNase.fdr0.01.peaks | Roadmap,0.0053245993
2482,H1_Embryonic_Stem_Cell_Embryo | REST | ID:46198,0.005312096
2873,GM12878_B_Lymphocyte_Blood | REST | ID:48302,0.005257342
1208,IMR90_Fibroblast_Lung | EP300 | ID:41270,0.0052366746
1723,VCaP_Epithelium_Prostate | BRD4 | ID:44587,0.0051983465
8330,MCF-10A_Epithelium_Breast | POLR2A | ID:87596,0.005194898
6780,Spleen | AFF1 | ID:73709,0.0051609683
8364,G-401_Malignant_rhabdoid_tumor | SMARCA4 | ID:87730,0.005145503
673,MCF-7_Epithelium_Breast | FAIRE | ID:35740,0.005094931
5617,A549_Epithelium_Lung | HES2 | ID:64962,0.004977328
4786,A549_Epithelium_Lung | EP300 | ID:62786,0.0049340283
4141,VCaP_Epithelium_Prostate | SUMO2 | ID:55717,0.0049323086
670,WI-38_Fibroblast_Lung | SUMO2 | ID:35725,0.004927453
6312,HEK293_HEK_293_Cell_Line | FOXK1 | ID:70731,0.004840187
4707,HEK293_Epithelium_Embryonic_Kidney | KLF17 | ID:62617,0.0047057746
5499,K562_Erythroblast_Bone_Marrow | FOXJ2 | ID:64653,0.0046854964
4807,A549_Epithelium_Lung | EP300 | ID:62851,0.004624719
4477,U937_Pleura | RUNX1 | ID:58139,0.0046090586
5343,HEK293_Epithelium_Embryonic_Kidney | ZNF792 | ID:64200,0.0045413366
2637,SK-N-SH_Neuroblastoma_cell_Brain | JUND | ID:46351,0.004533673
1378,GM19193_Lymphoblastoid_Blood | CTCF | ID:42429,0.0044746296
2001,Epithelium_Heart | CTCF | ID:45711,0.0044701486
3879,PC-3_Epithelium_Prostate | DAXX | ID:54104,0.0044646515
5708,HEK293_Epithelium_Embryonic_Kidney | ZNF260 | ID:65157,0.004455267
5918,Macrophage_Blood | SPI1 | ID:67929,0.0044499785
6405,LNCaP_Epithelium_Prostate | AR | ID:71170,0.0044492157
3576,H9_Embryonic_Stem_Cell_Embryo | SMARCA4 | ID:5227,0.004416259
3791,HEK293A | MEF2B | ID:53876,0.004414201
8646,A549 (DEX_100nM) | Pol2 | ENCODE,0.004376788
6237,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69816,0.0043211393
2205,K562_Erythroblast_Bone_Marrow | IRF1 | ID:45925,0.004292984
5973,SKNO-1_Myeloblast_Bone_Marrow | KDM1A | ID:68119,0.0042775106
9025,HeLa-S3 | IRF3 | ENCODE,0.0042756987
4825,K562_Erythroblast_Bone_Marrow | DIDO1 | ID:62904,0.004266052
5407,K562_Erythroblast_Bone_Marrow | MYNN | ID:64369,0.004229322
2611,MCF-7_Epithelium_Breast | RAD21 | ID:46325,0.0042227306
8689,CD56_Primary_Cells | DNase.all.peaks | Roadmap,0.0041920193
8448,HCT-116_HCT116 | POLR2A | ID:88098,0.004188903
159,LNCaP_Epithelium_Prostate | FOXA1 | ID:2195,0.004180426
232,RWPE1_Epithelium_Prostate | ERG | ID:2660,0.004082319
7013,HepG2_Epithelium_Liver | NFIL3 | ID:74685,0.0040709223
7183,GM12878_Lymphoblastoid | RELB | ID:76402,0.0040305154
3646,MCF-7_Epithelium_Breast | ESR1 | ID:52637,0.0039494704
911,NB4_Promyelocytic_cell_Blood | EP300 | ID:37976,0.0039352193
8175,VCaP_Epithelium_Prostate | ERG | ID:8654,0.003929076
1068,HCT-116_Colon | USP49 | ID:39345,0.003918663
3577,Keratinocyte | POLR2A | ID:52295,0.0038352662
2109,HepG2_Epithelium_Liver | POLR2A | ID:45826,0.0038250478
4060,H3396_Epithelium_Mammary_Gland | ESR1 | ID:5543,0.003815132
1448,LoVo_Colon | BARX1 | ID:42752,0.0037868826
6124,Cortex_Kidney | SIX2 | ID:69247,0.0037599304
7956,THP-1_Monocyte_Blood | VDR | ID:84824,0.00371664
411,TAM_R_Epithelium_Mammary_Gland | ESR1 | ID:33495,0.0036615627
7485,GM17942_Lymphoblastoid | CTCF | ID:81664,0.003640918
6276,293T | TET2 | ID:70097,0.0036291569
5318,A549_Epithelium_Lung | HES2 | ID:64118,0.003622529
772,T_Lymphocyte_Lymph_Node | TAL1 | ID:36366,0.0036200117
3520,LNCaP_Epithelium_Prostate | TOP1 | ID:51840,0.0036199007
8991,HEK293 | ELK4 | ENCODE,0.0036124599
1649,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44234,0.003585272
1536,Stromal_Cell | NR2F2 | ID:43165,0.0035601377
8231,Breast | PR | ID:86901,0.0035540804
4821,K562_Erythroblast_Bone_Marrow | ATF1 | ID:62891,0.0034395598
6017,Neural_Progenitor_Cell | POU3F2 | ID:68570,0.003408188
2436,GM12891_Lymphoblastoid_Blood | YY1 | ID:46153,0.003406353
1238,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BRD4 | ID:41476,0.0033720455
2900,Keratinocyte | SNAI2 | ID:48343,0.0033322168
4610,HEK293_Epithelium_Embryonic_Kidney | SMN1 | ID:58949,0.0033182756
3984,Adipose | PPARG | ID:55122,0.0033000563
1791,HeLa-S3_Epithelium_Cervix | POLR2A | ID:45276,0.0032778585
2179,K562_Erythroblast_Bone_Marrow | E2F6 | ID:45898,0.0032498904
5847,Proerythroblast | ZBTB7A | ID:67683,0.0032463847
6741,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73516,0.0032157686
7354,MCF-7 | DPF1 | ID:77255,0.003204861
3388,VCaP_Epithelium_Prostate | PIAS1 | ID:51050,0.0032020465
5475,K562_Erythroblast_Bone_Marrow | BCOR | ID:64563,0.0031969314
6823,293T | ZNF33A | ID:73955,0.0031727867
269,VCaP_Epithelium_Prostate | ERG | ID:2918,0.0031588124
6702,B_cell_precursor | IKZF1 | ID:73234,0.0031385196
4453,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57810,0.003129711
8294,hESC | KDM2B | ID:87391,0.0030605956
871,ME-1_Leukemia_Cell | FLI1 | ID:37579,0.0030577674
8340,MCF-7_Epithelium_Breast | CTCF | ID:87645,0.0030278019
4461,LNCaP_Epithelium_Prostate | CHD1 | ID:58018,0.0030138984
4789,HEK293_Epithelium_Embryonic_Kidney | ZNF394 | ID:62792,0.0030008021
6724,THP-1_AML_cell | MLLT3 | ID:73462,0.002996124
8533,TTC1240_Malignant_rhabdoid_tumor | SS18 | ID:88643,0.00292292
6676,COLO-829 | CTCF | ID:72977,0.002911731
3743,Adipocyte | MED1 | ID:53593,0.002853318
8735,Fetal_Muscle_Leg | DNase.fdr0.01.hot | Roadmap,0.0028078328
1581,HEK293T_Epithelium_Embryonic_Kidney | DPPA2 | ID:43668,0.0028039117
8629,A549 (DEX_100nM) | CREB1 | ENCODE,0.0027788396
7550,HeLa_Epithelium_Cervix | MAPK1 | ID:82186,0.0027506542
1753,Keratinocyte_Foreskin | TP53 | ID:44762,0.002741946
8492,MCF-7_Epithelium_Breast | SUMO2 | ID:88440,0.002714657
3470,HUES64_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:51546,0.00266624
5357,HEK293_Epithelium_Embryonic_Kidney | ZNF146 | ID:64241,0.0026642287
4798,Colon | POLR2A | ID:62816,0.0026564265
2983,HeLa_Epithelium_Cervix | ELL2 | ID:49004,0.0025997267
8692,CD56_Primary_Cells | DNase.hot | Roadmap,0.002580995
6511,U2OS_Bone | MYC | ID:71934,0.002553044
5161,Liver | ATF3 | ID:63683,0.0025035571
6689,HepG2_Epithelium_Liver | ATF3 | ID:7301,0.0025026791
1990,H1_Embryonic_Stem_Cell_Embryo | SUZ12 | ID:45700,0.0024462556
292,Hepatocyte_Liver | FOXA2 | ID:3262,0.0024362614
5122,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63599,0.002433676
98,Hs68_Fibroblast_Foreskin | PHF8 | ID:1628,0.0024204971
2810,Jurkat_T_Lymphocyte_Blood | REST | ID:47873,0.0024095122
6439,Osteoblast | CEBPB | ID:71243,0.0023720071
510,HEK293T_Epithelium_Embryonic_Kidney | MYC | ID:34317,0.002367063
6523,HCT-116_colorectal_carcinoma_derived_cell_line | SMARCC1 | ID:72101,0.002345372
7103,HAP-1_Embryonic_Stem_Cell_Embryo | CTCF | ID:75573,0.0023432968
623,NCI-H1819_Lung | NKX2-1 | ID:35471,0.0022890086
2960,Keratinocyte_Foreskin | KDM1A | ID:48802,0.0022673747
8320,MCF-7_Epithelium_Breast | CTCF | ID:87487,0.0022665956
1410,GM2630_Lymphoblastoid_Blood | CTCF | ID:42553,0.0022510905
5217,Stomach | CTCF | ID:63868,0.0021956547
6301,Stem_cell_Foreskin | DNMT3A | ID:70226,0.002173966
6330,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70809,0.0021661897
6328,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70807,0.002165659
4276,CWR22Pc_Epithelium_Prostate | AR | ID:56265,0.0021570658
1629,T_Lymphocyte_Blood | RUNX1 | ID:44097,0.0020994786
4909,GM12878_B_Lymphocyte_Blood | SMAD5 | ID:63097,0.0020903475
3595,Coronary_artery_smooth_muscle | TCF21 | ID:52495,0.0020700824
3025,293T-Rex | BMI1 | ID:49267,0.002066817
876,ME-1_Leukemia_Cell | SPI1 | ID:37588,0.0020466638
8510,DLD-1 | PAF1 | ID:88511,0.0020380886
1532,CUTLL1_T_Lymphocyte_Blood | MED1 | ID:43110,0.0020371294
3788,C4-2B_Epithelium_Prostate | RUNX2 | ID:5373,0.001992618
2194,K562_Erythroblast_Bone_Marrow | CTCF | ID:45913,0.0019849117
6791,B_Lymphocyte_Tonsil | CREBBP | ID:73721,0.00197026
1802,Endothelial_Cell_Umbilical_Vein | CTCF | ID:45359,0.0019439666
5539,Neuron | POLR2AphosphoS5 | ID:64761,0.0019386157
8960,H1-hESC | SP2 | ENCODE,0.0019361976
925,MCF-7_Epithelium_Breast | MYC | ID:38183,0.0019066898
7521,Epithelium_Epididymis | HNF1A | ID:82017,0.0018796219
557,Macrophage | CEBPB | ID:34564,0.0018588825
4454,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57811,0.0018553762
2666,Erythroid_Cell | TAL1 | ID:47079,0.0017995976
7645,MOLT-4_T_Lymphoblast | CDK9 | ID:82838,0.0017988868
4290,K562_Erythroblast_Bone_Marrow | CDK8 | ID:56379,0.0017792569
2446,GM12892_Lymphoblastoid_Blood | TAF1 | ID:46162,0.0017699167
4512,LNCaP-abl_Epithelium_Prostate | SUPT5H | ID:58338,0.0017591073
4879,HEK293_Epithelium_Embryonic_Kidney | ZNF8 | ID:63007,0.0017542947
6587,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72416,0.0017446629
4961,HEK293_Epithelium_Embryonic_Kidney | MAZ | ID:63210,0.0016964849
4035,VCaP_Epithelium_Prostate | SUMO2 | ID:55350,0.0016677155
8774,GM12878 | BATF | ENCODE,0.0016233992
2689,SUM185PE_Epithelium_Mammary_Gland | KDM5B | ID:47276,0.0016119715
2976,HeLa_Epithelium_Cervix | AFF4 | ID:48997,0.0015114233
7011,GM12878_B_Lymphocyte_Blood | ZBTB2 | ID:74683,0.0014570695
8012,HCT-116_Colon | CTCF | ID:85286,0.0014423155
6130,VCaP_Epithelium_Prostate | ERG | ID:69268,0.0014239791
5449,A549_Epithelium_Lung | FOSL2 | ID:64485,0.0014043264
2513,HepG2_Epithelium_Liver | ZBTB33 | ID:46229,0.0013839689
1387,GM19239_Lymphoblastoid_Blood | CTCF | ID:42464,0.0013559907
1000,LoVo_Colon | GLI2 | ID:38718,0.0012587509
3199,293T-Rex | SCML2 | ID:50013,0.0012346244
5259,K562_Erythroblast_Bone_Marrow | ZNF512 | ID:63976,0.0012287587
6674,Prostate | AR | ID:72974,0.0012098588
2770,Erythroid_Progenitor_Cell_Blood | LDB1 | ID:47774,0.0012090012
5173,K562_Erythroblast_Bone_Marrow | ELF1 | ID:63734,0.0011983574
1751,Keratinocyte_Foreskin | TP63 | ID:44760,0.0011934515
1731,VCaP_Epithelium_Prostate | BRD2 | ID:44595,0.00119035
1964,GM18951_Lymphoblastoid_Blood | RELA | ID:45674,0.0011598117
4835,K562_Erythroblast_Bone_Marrow | CUX1 | ID:62924,0.001156513
25,HEK293_Epithelium_Embryonic_Kidney | TRIM28 | ID:1177,0.0011517935
978,Endothelial_Cell_Umbilical_Vein | NFATC1 | ID:38654,0.0011463752
7873,K562_Erythroblast_Bone_Marrow | TCF7L2 | ID:8434,0.0011361515
2035,HeLa-S3_Epithelium_Cervix | PRDM1 | ID:45747,0.0010463987
2106,HepG2_Epithelium_Liver | EP300 | ID:45822,0.00092942495
8989,HEEpiC | CTCF | ENCODE,0.00087305164
2468,H1_Embryonic_Stem_Cell_Embryo | CTCF | ID:46184,0.0008386168
7392,GM12878_B_Lymphocyte_Blood | MYC | ID:8092,0.0008255442
8750,Fetal_Thymus | DNase.all.peaks | Roadmap,0.00078058493
7588,HCT-116_HCT116 | POLR2A | ID:82394,0.0007681759
5616,A549_Epithelium_Lung | HES2 | ID:64961,0.00070549874
1472,AC16_Cardiomyocyte | POLR2A | ID:42902,0.0007034617
817,NB4_Promyelocytic_cell_Blood | FLI1 | ID:37055,0.00067046686
9005,HeLa-S3 | CEBPB | ENCODE,0.0006422448
5152,A549_Epithelium_Lung | BCL3 | ID:63663,0.00062505185
5952,C4-2_Prostate | AR | ID:68078,0.0006054466
1843,Osteoblast_Bone | CTCF | ID:45526,0.000580698
3554,IMR90_Fibroblast_Lung | TP53 | ID:52090,0.00055293395
5382,K562_Erythroblast_Bone_Marrow | NR2F6 | ID:64301,0.000493796
1128,DL23_Epithelium_Colon | POLR2A | ID:39909,0.00036127403
8149,T47D_Epithelium_Mammary_Gland | GATA3 | ID:86316,0.00034343806
8438,BJ_Fibroblast_Skin | FOXA2 | ID:88065,0.00031273978
8724,Fetal_Intestine_Small | DNase.fdr0.01.peaks | Roadmap,0.00026068836
7124,MCF-7_Mammary_Gland | ESR1 | ID:76103,0.00025906845
1741,VCaP_Epithelium_Prostate | ERG | ID:44604,0.0002337553
5800,Cortex_Embryonic_Kidney | SIX2 | ID:67425,0.00021264373
8853,GM12878 | USF2 | ENCODE,0.00019828853
2124,Fibroblast_Pulmonary_Artery | CTCF | ID:45841,0.00014580699
808,K562_Erythroblast_Bone_Marrow | FAIRE | ID:36839,0.00012573854
8344,MCF-7_Epithelium_Breast | CTCF | ID:87650,3.738993e-05
4216,HepG2_Epithelium_Liver | CREB1 | ID:56047,3.262028e-05
1165,H2171_Epithelium_Lung | BRD4 | ID:40225,2.4786696e-05
9183,iPS_DF_6.9_Cell_Line | DNase.hot | Roadmap,1.4498685e-05
4137,VCaP_Epithelium_Prostate | POLR2A | ID:55712,-1.4760673e-06
5549,GM12878_B_Lymphocyte_Blood | JUNB | ID:64781,-1.1238873e-05
1160,H2171_Epithelium_Lung | POLR2A | ID:40219,-1.778205e-05
4890,HEK293_Epithelium_Embryonic_Kidney | PRDM10 | ID:63034,-1.9258898e-05
1100,LS180_Epithelium_Colon | SRC | ID:39660,-3.9892417e-05
9448,SK-N-SH_RA | p300 | ENCODE,-4.9439528e-05
6043,Erythroid_progenitor_Bone_Marrow | GATA2 | ID:68820,-6.579071e-05
4590,TF-1_Erythroblast_Bone_Marrow | RAD21 | ID:58878,-0.00011984678
253,U2OS_Bone | TP53 | ID:2795,-0.00012737514
3461,HUES64_Embryonic_Stem_Cell_Embryo | OTX2 | ID:51530,-0.00021954626
8749,Fetal_Stomach | DNase.hot | Roadmap,-0.0002500807
8211,MDA-MB-468_mDA | STAT3 | ID:86819,-0.0003352252
4568,HAP-1 | POLR2A | ID:58833,-0.0003835043
7471,M.M._Fibroblast | MDM2 | ID:81600,-0.0004008088
4866,GM12878_B_Lymphocyte_Blood | ZBED1 | ID:62981,-0.00042887268
1445,LoVo_Colon | REST | ID:42746,-0.0004811483
8555,Keratinocyte | PRMT1 | ID:88884,-0.0005252373
5432,HEK293_Epithelium_Embryonic_Kidney | OVOL3 | ID:64446,-0.0005883714
2566,K562_Erythroblast_Bone_Marrow | TAF1 | ID:46282,-0.00062656216
9369,Mobilized_CD34_Primary_Cells_Female | DNase.hot | Roadmap,-0.0006387331
8243,MDA-MB-231_mDA | POLR2A | ID:86992,-0.00064356124
6462,Fibroblast_Skin | H1.0 | ID:71335,-0.0006854972
1030,LoVo_Colon | SMAD2 | ID:38793,-0.00069834734
5974,SKNO-1_Myeloblast_Bone_Marrow | KDM1A | ID:68120,-0.00070461433
3340,KELLY | POLR2A | ID:50611,-0.0007853242
984,LoVo_Colon | GLIS1 | ID:38673,-0.00082023506
7207,Erythroid_Cell | BPTF | ID:76520,-0.00083954656
2717,VCaP_Epithelium_Prostate | GABPA | ID:47412,-0.00084005
9126,HepG2 | TBP | ENCODE,-0.0008740403
1483,GP5d_Colon | NIPBL | ID:42927,-0.0008744122
6917,D-341 | NEUROD1 | ID:74357,-0.00088762346
3085,GM18951_Lymphoblastoid_Blood | RELA | ID:4962,-0.0008890793
4772,A549_Epithelium_Lung | FOSL2 | ID:62753,-0.00091052765
4032,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55347,-0.0009441593
2026,HeLa-S3_Epithelium_Cervix | BRCA1 | ID:45736,-0.0009546864
2693,HCC2157_Epithelium_Mammary_Gland | KDM5B | ID:47285,-0.0009969377
2319,SK-N-SH_Neuroblastoma_cell_Brain | SMC3 | ID:46040,-0.0010393775
6870,MCF-7_Breast | NR3C1 | ID:74149,-0.0010542602
7504,VCaP_Epithelium_Prostate | ERF | ID:81882,-0.0011354437
3314,hMADS-3_Adipocyte_Adipose | KLF11 | ID:50412,-0.0011603319
7473,PC-9_Lung_Cancer_Cell_Lung | BRD4 | ID:81607,-0.0012197503
5234,HEK293_Epithelium_Embryonic_Kidney | ZXDB | ID:63903,-0.0012268004
5827,SW480_Epithelium_Colon | BRD4 | ID:67535,-0.0012778154
7801,LNCaP_Epithelium_Prostate | FOXA1 | ID:83865,-0.0013099149
7078,HeLa | ZBTB48 | ID:75287,-0.0013122015
2826,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:48072,-0.0013127351
1966,GM19099_Lymphoblastoid_Blood | RELA | ID:45676,-0.0013140708
798,MCF-7_Epithelium_Breast | GREB1 | ID:36810,-0.0013867002
975,LoVo_Colon | ETV7 | ID:38647,-0.0013956879
7115,Rh4_rhabdomyosarcoma | BRD4 | ID:75850,-0.0014113403
1787,H1_Embryonic_Stem_Cell_Embryo | KDM5B | ID:45238,-0.0014194902
4693,K562_Erythroblast_Bone_Marrow | TARDBP | ID:62579,-0.0014315367
3065,Leukemic_Blast_Cell | RUNX1 | ID:49536,-0.0014325561
252,U2OS_Bone | TP53 | ID:2794,-0.0014515382
5076,K562_Erythroblast_Bone_Marrow | POLR2H | ID:63477,-0.001455579
751,GM15510_Lymphoblastoid_Blood | RELA | ID:36311,-0.0014579614
5707,HEK293_Epithelium_Embryonic_Kidney | ZSCAN22 | ID:65156,-0.0014841945
6101,NCCIT_Embryonal_carcinoma_cell | PRDM14 | ID:68962,-0.001494604
1458,LoVo_Colon | STAT2 | ID:42800,-0.0015089541
2247,K562_Erythroblast_Bone_Marrow | STAT2 | ID:45967,-0.0015546037
